date,Close_TGA
2000-06-05,216756.0
2000-06-06,439687.0
2000-06-07,836209.0
2000-06-08,462699.0
2000-06-09,466276.0
2000-06-12,584672.0
2000-06-13,790546.0
2000-06-14,856194.0
2000-06-15,520731.0
2000-06-16,731560.0
2000-06-19,552331.0
2000-06-20,324046.0
2000-06-21,666356.0
2000-06-22,233593.0
2000-06-23,688588.0
2000-06-26,385246.0
2000-06-27,756962.0
2000-06-28,330497.0
2000-06-29,469677.0
2000-06-30,566093.0
2000-07-03,602762.0
2000-07-04,221736.0
2000-07-05,334532.0
2000-07-06,389936.0
2000-07-07,255068.0
2000-07-10,84902.0
2000-07-11,866118.0
2000-07-12,634390.0
2000-07-13,386195.0
2000-07-14,251057.0
2000-07-17,482860.0
2000-07-18,583882.0
2000-07-19,577499.0
2000-07-20,449542.0
2000-07-21,371276.0
2000-07-24,368509.0
2000-07-25,317406.0
2000-07-26,935257.0
2000-07-27,442243.0
2000-07-28,699782.0
2000-07-31,672428.0
2000-08-01,531080.0
2000-08-02,619342.0
2000-08-03,546332.0
2000-08-04,204257.0
2000-08-07,617697.0
2000-08-08,352970.0
2000-08-09,136285.0
2000-08-10,380808.0
2000-08-11,354202.0
2000-08-14,-138040.0
2000-08-15,310954.0
2000-08-16,611143.0
2000-08-17,392063.0
2000-08-18,579614.0
2000-08-21,469569.0
2000-08-22,653779.0
2000-08-23,231736.0
2000-08-24,454474.0
2000-08-25,344929.0
2000-08-28,258624.0
2000-08-29,327550.0
2000-08-30,616399.0
2000-08-31,593991.0
2000-09-01,526950.0
2000-09-04,682937.0
2000-09-05,357538.0
2000-09-06,503050.0
2000-09-07,468942.0
2000-09-08,451952.0
2000-09-11,169104.0
2000-09-12,481937.0
2000-09-13,903838.0
2000-09-14,443659.0
2000-09-15,741619.0
2000-09-18,653941.0
2000-09-19,224743.0
2000-09-20,416357.0
2000-09-21,300556.0
2000-09-22,500146.0
2000-09-25,797431.0
2000-09-26,295450.0
2000-09-27,188345.0
2000-09-28,476449.0
2000-09-29,262274.0
2000-10-02,443372.0
2000-10-03,450960.0
2000-10-04,451042.0
2000-10-05,414470.0
2000-10-06,531424.0
2000-10-09,586421.0
2000-10-10,774205.0
2000-10-11,653792.0
2000-10-12,677029.0
2000-10-13,516429.0
2000-10-16,308534.0
2000-10-17,401664.0
2000-10-18,500933.0
2000-10-19,371940.0
2000-10-20,220555.0
2000-10-23,184861.0
2000-10-24,358389.0
2000-10-25,698309.0
2000-10-26,782511.0
2000-10-27,607477.0
2000-10-30,444168.0
2000-10-31,770395.0
2000-11-01,811991.0
2000-11-02,507772.0
2000-11-03,615408.0
2000-11-06,419289.0
2000-11-07,118317.0
2000-11-08,423335.0
2000-11-09,243160.0
2000-11-10,587897.0
2000-11-13,651883.0
2000-11-14,464370.0
2000-11-15,190851.0
2000-11-16,581778.0
2000-11-17,638241.0
2000-11-20,444410.0
2000-11-21,498551.0
2000-11-22,799926.0
2000-11-23,581779.0
2000-11-24,158763.0
2000-11-27,546204.0
2000-11-28,329927.0
2000-11-29,487017.0
2000-11-30,-34441.0
2000-12-01,867023.0
2000-12-04,576344.0
2000-12-05,152869.0
2000-12-06,482249.0
2000-12-07,580883.0
2000-12-08,443013.0
2000-12-11,756923.0
2000-12-12,333318.0
2000-12-13,557726.0
2000-12-14,497781.0
2000-12-15,702150.0
2000-12-18,462185.0
2000-12-19,757595.0
2000-12-20,59729.0
2000-12-21,232158.0
2000-12-22,360670.0
2000-12-25,537158.0
2000-12-26,802893.0
2000-12-27,947539.0
2000-12-28,358123.0
2000-12-29,645255.0
2001-01-01,335931.0
2001-01-02,713582.0
2001-01-03,568242.0
2001-01-04,599962.0
2001-01-05,695022.0
2001-01-08,869998.0
2001-01-09,438632.0
2001-01-10,553113.0
2001-01-11,625058.0
2001-01-12,54556.0
2001-01-15,692055.0
2001-01-16,624716.0
2001-01-17,330618.0
2001-01-18,407754.0
2001-01-19,472304.0
2001-01-22,23959.0
2001-01-23,574959.0
2001-01-24,466183.0
2001-01-25,814278.0
2001-01-26,808979.0
2001-01-29,338175.0
2001-01-30,783466.0
2001-01-31,618843.0
2001-02-01,567213.0
2001-02-02,447478.0
2001-02-05,964560.0
2001-02-06,330512.0
2001-02-07,583049.0
2001-02-08,461134.0
2001-02-09,548785.0
2001-02-12,807114.0
2001-02-13,412522.0
2001-02-14,607129.0
2001-02-15,1054510.0
2001-02-16,539956.0
2001-02-19,317830.0
2001-02-20,545966.0
2001-02-21,963331.0
2001-02-22,329730.0
2001-02-23,560434.0
2001-02-26,619737.0
2001-02-27,509698.0
2001-02-28,578600.0
2001-03-01,660317.0
2001-03-02,656022.0
2001-03-05,459475.0
2001-03-06,533480.0
2001-03-07,624554.0
2001-03-08,541168.0
2001-03-09,306933.0
2001-03-12,438852.0
2001-03-13,741508.0
2001-03-14,280307.0
2001-03-15,443009.0
2001-03-16,338198.0
2001-03-19,665505.0
2001-03-20,624176.0
2001-03-21,700531.0
2001-03-22,31352.0
2001-03-23,315078.0
2001-03-26,616478.0
2001-03-27,451395.0
2001-03-28,542872.0
2001-03-29,227012.0
2001-03-30,629158.0
2001-04-02,418076.0
2001-04-03,118985.0
2001-04-04,287282.0
2001-04-05,508375.0
2001-04-06,912892.0
2001-04-09,414411.0
2001-04-10,616082.0
2001-04-11,281243.0
2001-04-12,554847.0
2001-04-13,535320.0
2001-04-16,456693.0
2001-04-17,507108.0
2001-04-18,89772.0
2001-04-19,580856.0
2001-04-20,623422.0
2001-04-23,307095.0
2001-04-24,176220.0
2001-04-25,569252.0
2001-04-26,538391.0
2001-04-27,604420.0
2001-04-30,680122.0
2001-05-01,-37865.0
2001-05-02,337090.0
2001-05-03,618192.0
2001-05-04,505246.0
2001-05-07,389369.0
2001-05-08,710894.0
2001-05-09,260441.0
2001-05-10,355189.0
2001-05-11,428531.0
2001-05-14,510999.0
2001-05-15,442140.0
2001-05-16,396681.0
2001-05-17,439365.0
2001-05-18,205998.0
2001-05-21,707571.0
2001-05-22,484003.0
2001-05-23,265961.0
2001-05-24,408560.0
2001-05-25,359439.0
2001-05-28,543748.0
2001-05-29,482092.0
2001-05-30,567582.0
2001-05-31,50258.0
2001-06-01,773948.0
2001-06-04,550341.0
2001-06-05,753944.0
2001-06-06,869808.0
2001-06-07,499874.0
2001-06-08,509562.0
2001-06-11,355574.0
2001-06-12,909076.0
2001-06-13,657525.0
2001-06-14,868518.0
2001-06-15,549129.0
2001-06-18,514483.0
2001-06-19,615951.0
2001-06-20,569495.0
2001-06-21,745306.0
2001-06-22,367454.0
2001-06-25,272663.0
2001-06-26,560364.0
2001-06-27,479410.0
2001-06-28,394219.0
2001-06-29,519556.0
2001-07-02,290983.0
2001-07-03,816138.0
2001-07-04,551776.0
2001-07-05,829848.0
2001-07-06,632661.0
2001-07-09,375297.0
2001-07-10,129274.0
2001-07-11,633635.0
2001-07-12,625303.0
2001-07-13,608977.0
2001-07-16,13113.0
2001-07-17,334464.0
2001-07-18,465062.0
2001-07-19,403109.0
2001-07-20,655294.0
2001-07-23,579561.0
2001-07-24,109582.0
2001-07-25,512458.0
2001-07-26,651866.0
2001-07-27,622314.0
2001-07-30,388179.0
2001-07-31,335674.0
2001-08-01,484066.0
2001-08-02,196753.0
2001-08-03,378974.0
2001-08-06,609857.0
2001-08-07,248694.0
2001-08-08,270459.0
2001-08-09,436870.0
2001-08-10,672692.0
2001-08-13,641419.0
2001-08-14,478511.0
2001-08-15,477364.0
2001-08-16,681887.0
2001-08-17,-38482.0
2001-08-20,416495.0
2001-08-21,397411.0
2001-08-22,447076.0
2001-08-23,252162.0
2001-08-24,638295.0
2001-08-27,354053.0
2001-08-28,434447.0
2001-08-29,206139.0
2001-08-30,564815.0
2001-08-31,717300.0
2001-09-03,94830.0
2001-09-04,594926.0
2001-09-05,535707.0
2001-09-06,773675.0
2001-09-07,186195.0
2001-09-10,270842.0
2001-09-11,552033.0
2001-09-12,721380.0
2001-09-13,551430.0
2001-09-14,692535.0
2001-09-17,339410.0
2001-09-18,805694.0
2001-09-19,393291.0
2001-09-20,598532.0
2001-09-21,160580.0
2001-09-24,970699.0
2001-09-25,672181.0
2001-09-26,325673.0
2001-09-27,767166.0
2001-09-28,679832.0
2001-10-01,590631.0
2001-10-02,394542.0
2001-10-03,294374.0
2001-10-04,304599.0
2001-10-05,572994.0
2001-10-08,1056196.0
2001-10-09,259029.0
2001-10-10,887299.0
2001-10-11,472652.0
2001-10-12,476721.0
2001-10-15,426536.0
2001-10-16,780483.0
2001-10-17,563230.0
2001-10-18,543065.0
2001-10-19,373886.0
2001-10-22,454695.0
2001-10-23,720559.0
2001-10-24,527748.0
2001-10-25,594374.0
2001-10-26,554060.0
2001-10-29,414996.0
2001-10-30,657810.0
2001-10-31,621617.0
2001-11-01,445357.0
2001-11-02,638831.0
2001-11-05,685554.0
2001-11-06,228257.0
2001-11-07,559607.0
2001-11-08,397384.0
2001-11-09,473757.0
2001-11-12,603937.0
2001-11-13,304273.0
2001-11-14,245631.0
2001-11-15,268197.0
2001-11-16,724192.0
2001-11-19,389803.0
2001-11-20,343133.0
2001-11-21,363239.0
2001-11-22,206634.0
2001-11-23,220529.0
2001-11-26,468836.0
2001-11-27,497877.0
2001-11-28,312372.0
2001-11-29,353840.0
2001-11-30,414138.0
2001-12-03,453713.0
2001-12-04,803132.0
2001-12-05,778582.0
2001-12-06,580641.0
2001-12-07,329961.0
2001-12-10,430181.0
2001-12-11,460814.0
2001-12-12,575147.0
2001-12-13,443619.0
2001-12-14,678347.0
2001-12-17,889726.0
2001-12-18,352175.0
2001-12-19,462713.0
2001-12-20,561555.0
2001-12-21,366262.0
2001-12-24,501639.0
2001-12-25,663498.0
2001-12-26,745926.0
2001-12-27,870103.0
2001-12-28,503227.0
2001-12-31,368908.0
2002-01-01,570746.0
2002-01-02,328116.0
2002-01-03,545944.0
2002-01-04,738377.0
2002-01-07,394436.0
2002-01-08,374840.0
2002-01-09,678013.0
2002-01-10,627592.0
2002-01-11,640722.0
2002-01-14,398857.0
2002-01-15,431751.0
2002-01-16,642586.0
2002-01-17,525778.0
2002-01-18,462495.0
2002-01-21,326224.0
2002-01-22,134966.0
2002-01-23,620449.0
2002-01-24,726583.0
2002-01-25,290401.0
2002-01-28,584834.0
2002-01-29,819733.0
2002-01-30,731720.0
2002-01-31,470281.0
2002-02-01,483058.0
2002-02-04,464149.0
2002-02-05,567539.0
2002-02-06,296276.0
2002-02-07,310731.0
2002-02-08,648563.0
2002-02-11,614125.0
2002-02-12,788031.0
2002-02-13,764202.0
2002-02-14,724931.0
2002-02-15,428120.0
2002-02-18,496093.0
2002-02-19,418436.0
2002-02-20,717807.0
2002-02-21,666517.0
2002-02-22,426823.0
2002-02-25,445166.0
2002-02-26,674991.0
2002-02-27,451557.0
2002-02-28,354282.0
2002-03-01,620075.0
2002-03-04,689895.0
2002-03-05,877898.0
2002-03-06,413231.0
2002-03-07,-48432.0
2002-03-08,245732.0
2002-03-11,604792.0
2002-03-12,660294.0
2002-03-13,232446.0
2002-03-14,250605.0
2002-03-15,397281.0
2002-03-18,134647.0
2002-03-19,426720.0
2002-03-20,666580.0
2002-03-21,68508.0
2002-03-22,200907.0
2002-03-25,804914.0
2002-03-26,747444.0
2002-03-27,465789.0
2002-03-28,378178.0
2002-03-29,193636.0
2002-04-01,469047.0
2002-04-02,377028.0
2002-04-03,856497.0
2002-04-04,329674.0
2002-04-05,966040.0
2002-04-08,424629.0
2002-04-09,215460.0
2002-04-10,701575.0
2002-04-11,617074.0
2002-04-12,509304.0
2002-04-15,418841.0
2002-04-16,318461.0
2002-04-17,455425.0
2002-04-18,144623.0
2002-04-19,443870.0
2002-04-22,570690.0
2002-04-23,396052.0
2002-04-24,393623.0
2002-04-25,291852.0
2002-04-26,410441.0
2002-04-29,233731.0
2002-04-30,581601.0
2002-05-01,807910.0
2002-05-02,288084.0
2002-05-03,441983.0
2002-05-06,413160.0
2002-05-07,420550.0
2002-05-08,593513.0
2002-05-09,-52537.0
2002-05-10,626134.0
2002-05-13,674620.0
2002-05-14,364482.0
2002-05-15,711775.0
2002-05-16,531095.0
2002-05-17,632407.0
2002-05-20,413902.0
2002-05-21,514617.0
2002-05-22,645342.0
2002-05-23,342602.0
2002-05-24,680728.0
2002-05-27,444155.0
2002-05-28,69885.0
2002-05-29,333030.0
2002-05-30,182203.0
2002-05-31,527586.0
2002-06-03,210575.0
2002-06-04,671800.0
2002-06-05,701170.0
2002-06-06,309900.0
2002-06-07,111479.0
2002-06-10,446030.0
2002-06-11,568059.0
2002-06-12,686980.0
2002-06-13,607163.0
2002-06-14,423906.0
2002-06-17,228428.0
2002-06-18,255778.0
2002-06-19,180778.0
2002-06-20,405865.0
2002-06-21,698703.0
2002-06-24,239021.0
2002-06-25,550912.0
2002-06-26,408188.0
2002-06-27,436193.0
2002-06-28,738802.0
2002-07-01,341010.0
2002-07-02,574794.0
2002-07-03,573798.0
2002-07-04,670531.0
2002-07-05,437053.0
2002-07-08,294408.0
2002-07-09,964170.0
2002-07-10,581521.0
2002-07-11,238224.0
2002-07-12,829100.0
2002-07-15,639511.0
2002-07-16,712420.0
2002-07-17,458123.0
2002-07-18,356599.0
2002-07-19,548923.0
2002-07-22,324524.0
2002-07-23,664427.0
2002-07-24,448313.0
2002-07-25,530501.0
2002-07-26,267773.0
2002-07-29,535676.0
2002-07-30,329068.0
2002-07-31,442152.0
2002-08-01,830673.0
2002-08-02,265722.0
2002-08-05,678497.0
2002-08-06,576595.0
2002-08-07,729548.0
2002-08-08,347699.0
2002-08-09,470658.0
2002-08-12,413769.0
2002-08-13,597132.0
2002-08-14,185759.0
2002-08-15,632224.0
2002-08-16,604453.0
2002-08-19,611983.0
2002-08-20,328367.0
2002-08-21,120499.0
2002-08-22,580177.0
2002-08-23,697905.0
2002-08-26,423476.0
2002-08-27,340747.0
2002-08-28,267434.0
2002-08-29,513297.0
2002-08-30,299920.0
2002-09-02,571861.0
2002-09-03,483696.0
2002-09-04,323686.0
2002-09-05,747747.0
2002-09-06,-2619.0
2002-09-09,581594.0
2002-09-10,99220.0
2002-09-11,408809.0
2002-09-12,340661.0
2002-09-13,730967.0
2002-09-16,471372.0
2002-09-17,535356.0
2002-09-18,638894.0
2002-09-19,256690.0
2002-09-20,557746.0
2002-09-23,505649.0
2002-09-24,436910.0
2002-09-25,637642.0
2002-09-26,466011.0
2002-09-27,422751.0
2002-09-30,603960.0
2002-10-01,402484.0
2002-10-02,151020.0
2002-10-03,606983.0
2002-10-04,430075.0
2002-10-07,614110.0
2002-10-08,376877.0
2002-10-09,418828.0
2002-10-10,1127285.0
2002-10-11,278749.0
2002-10-14,683592.0
2002-10-15,663058.0
2002-10-16,137545.0
2002-10-17,460362.0
2002-10-18,321341.0
2002-10-21,338486.0
2002-10-22,499591.0
2002-10-23,541538.0
2002-10-24,210898.0
2002-10-25,412794.0
2002-10-28,551614.0
2002-10-29,214444.0
2002-10-30,653467.0
2002-10-31,565418.0
2002-11-01,523788.0
2002-11-04,611283.0
2002-11-05,437121.0
2002-11-06,465437.0
2002-11-07,335476.0
2002-11-08,403266.0
2002-11-11,288125.0
2002-11-12,552304.0
2002-11-13,537211.0
2002-11-14,488880.0
2002-11-15,533236.0
2002-11-18,578747.0
2002-11-19,655609.0
2002-11-20,1261103.0
2002-11-21,719845.0
2002-11-22,144959.0
2002-11-25,339601.0
2002-11-26,531952.0
2002-11-27,487957.0
2002-11-28,333786.0
2002-11-29,456642.0
2002-12-02,675174.0
2002-12-03,369616.0
2002-12-04,410240.0
2002-12-05,580906.0
2002-12-06,719410.0
2002-12-09,726062.0
2002-12-10,651414.0
2002-12-11,304955.0
2002-12-12,667453.0
2002-12-13,303141.0
2002-12-16,561468.0
2002-12-17,609492.0
2002-12-18,606904.0
2002-12-19,578614.0
2002-12-20,635099.0
2002-12-23,507342.0
2002-12-24,378658.0
2002-12-25,795941.0
2002-12-26,519133.0
2002-12-27,272232.0
2002-12-30,682603.0
2002-12-31,647043.0
2003-01-01,-205246.0
2003-01-02,1227982.0
2003-01-03,335156.0
2003-01-06,395202.0
2003-01-07,310715.0
2003-01-08,737390.0
2003-01-09,322000.0
2003-01-10,485277.0
2003-01-13,848521.0
2003-01-14,546332.0
2003-01-15,647934.0
2003-01-16,573823.0
2003-01-17,625860.0
2003-01-20,53814.0
2003-01-21,411958.0
2003-01-22,435542.0
2003-01-23,626652.0
2003-01-24,715056.0
2003-01-27,381639.0
2003-01-28,455483.0
2003-01-29,564347.0
2003-01-30,670300.0
2003-01-31,157419.0
2003-02-03,169058.0
2003-02-04,439191.0
2003-02-05,528974.0
2003-02-06,570401.0
2003-02-07,729097.0
2003-02-10,658090.0
2003-02-11,-11008.0
2003-02-12,340207.0
2003-02-13,957359.0
2003-02-14,314616.0
2003-02-17,636096.0
2003-02-18,609157.0
2003-02-19,476537.0
2003-02-20,334608.0
2003-02-21,302212.0
2003-02-24,370471.0
2003-02-25,583603.0
2003-02-26,639129.0
2003-02-27,475052.0
2003-02-28,486778.0
2003-03-03,255499.0
2003-03-04,796307.0
2003-03-05,740114.0
2003-03-06,506196.0
2003-03-07,130704.0
2003-03-10,579912.0
2003-03-11,571456.0
2003-03-12,211203.0
2003-03-13,687264.0
2003-03-14,358376.0
2003-03-17,586840.0
2003-03-18,363837.0
2003-03-19,304539.0
2003-03-20,430943.0
2003-03-21,541729.0
2003-03-24,447010.0
2003-03-25,224750.0
2003-03-26,696251.0
2003-03-27,527664.0
2003-03-28,330659.0
2003-03-31,683061.0
2003-04-01,947224.0
2003-04-02,532484.0
2003-04-03,750800.0
2003-04-04,374405.0
2003-04-07,700167.0
2003-04-08,285467.0
2003-04-09,784382.0
2003-04-10,566467.0
2003-04-11,416109.0
2003-04-14,435280.0
2003-04-15,710194.0
2003-04-16,741407.0
2003-04-17,866828.0
2003-04-18,146871.0
2003-04-21,597169.0
2003-04-22,191401.0
2003-04-23,339404.0
2003-04-24,793603.0
2003-04-25,385508.0
2003-04-28,656547.0
2003-04-29,398374.0
2003-04-30,614826.0
2003-05-01,794527.0
2003-05-02,439965.0
2003-05-05,421780.0
2003-05-06,406446.0
2003-05-07,436227.0
2003-05-08,494735.0
2003-05-09,277134.0
2003-05-12,589759.0
2003-05-13,347697.0
2003-05-14,501002.0
2003-05-15,370276.0
2003-05-16,475830.0
2003-05-19,897258.0
2003-05-20,342573.0
2003-05-21,464620.0
2003-05-22,548034.0
2003-05-23,594121.0
2003-05-26,537574.0
2003-05-27,246677.0
2003-05-28,363787.0
2003-05-29,343934.0
2003-05-30,381579.0
2003-06-02,735272.0
2003-06-03,984175.0
2003-06-04,617625.0
2003-06-05,547931.0
2003-06-06,345506.0
2003-06-09,681071.0
2003-06-10,654280.0
2003-06-11,564868.0
2003-06-12,411227.0
2003-06-13,632195.0
2003-06-16,221871.0
2003-06-17,167445.0
2003-06-18,203193.0
2003-06-19,352683.0
2003-06-20,205339.0
2003-06-23,170280.0
2003-06-24,864993.0
2003-06-25,526358.0
2003-06-26,357654.0
2003-06-27,257505.0
2003-06-30,575598.0
2003-07-01,302445.0
2003-07-02,913702.0
2003-07-03,537253.0
2003-07-04,651129.0
2003-07-07,660530.0
2003-07-08,627811.0
2003-07-09,389564.0
2003-07-10,556349.0
2003-07-11,819460.0
2003-07-14,366394.0
2003-07-15,292740.0
2003-07-16,336460.0
2003-07-17,200249.0
2003-07-18,369664.0
2003-07-21,265761.0
2003-07-22,451089.0
2003-07-23,467618.0
2003-07-24,258217.0
2003-07-25,623656.0
2003-07-28,274660.0
2003-07-29,498336.0
2003-07-30,599672.0
2003-07-31,440534.0
2003-08-01,465955.0
2003-08-04,619600.0
2003-08-05,580531.0
2003-08-06,334719.0
2003-08-07,803575.0
2003-08-08,684815.0
2003-08-11,394092.0
2003-08-12,767656.0
2003-08-13,801322.0
2003-08-14,417610.0
2003-08-15,233771.0
2003-08-18,622524.0
2003-08-19,715537.0
2003-08-20,608041.0
2003-08-21,638399.0
2003-08-22,751215.0
2003-08-25,499568.0
2003-08-26,520869.0
2003-08-27,414825.0
2003-08-28,490410.0
2003-08-29,490288.0
2003-09-01,423484.0
2003-09-02,348064.0
2003-09-03,347748.0
2003-09-04,602813.0
2003-09-05,362059.0
2003-09-08,324364.0
2003-09-09,545260.0
2003-09-10,503372.0
2003-09-11,-130245.0
2003-09-12,963099.0
2003-09-15,302470.0
2003-09-16,629910.0
2003-09-17,483836.0
2003-09-18,505685.0
2003-09-19,666723.0
2003-09-22,690598.0
2003-09-23,482790.0
2003-09-24,785548.0
2003-09-25,617055.0
2003-09-26,880740.0
2003-09-29,562693.0
2003-09-30,647113.0
2003-10-01,472371.0
2003-10-02,396042.0
2003-10-03,345764.0
2003-10-06,468652.0
2003-10-07,629718.0
2003-10-08,367663.0
2003-10-09,305439.0
2003-10-10,463028.0
2003-10-13,534513.0
2003-10-14,330279.0
2003-10-15,807002.0
2003-10-16,833818.0
2003-10-17,497757.0
2003-10-20,500875.0
2003-10-21,1056078.0
2003-10-22,482223.0
2003-10-23,350562.0
2003-10-24,558127.0
2003-10-27,357555.0
2003-10-28,494204.0
2003-10-29,397596.0
2003-10-30,378888.0
2003-10-31,338496.0
2003-11-03,190904.0
2003-11-04,384232.0
2003-11-05,259067.0
2003-11-06,382980.0
2003-11-07,381375.0
2003-11-10,602641.0
2003-11-11,425500.0
2003-11-12,596825.0
2003-11-13,340572.0
2003-11-14,759810.0
2003-11-17,619759.0
2003-11-18,556712.0
2003-11-19,570001.0
2003-11-20,399031.0
2003-11-21,724686.0
2003-11-24,483688.0
2003-11-25,448572.0
2003-11-26,151040.0
2003-11-27,937906.0
2003-11-28,465015.0
2003-12-01,244418.0
2003-12-02,727784.0
2003-12-03,739037.0
2003-12-04,106090.0
2003-12-05,919392.0
2003-12-08,339699.0
2003-12-09,512585.0
2003-12-10,411554.0
2003-12-11,1063573.0
2003-12-12,634535.0
2003-12-15,411272.0
2003-12-16,765527.0
2003-12-17,426784.0
2003-12-18,428491.0
2003-12-19,513319.0
2003-12-22,521309.0
2003-12-23,377232.0
2003-12-24,397386.0
2003-12-25,204468.0
2003-12-26,436412.0
2003-12-29,831672.0
2003-12-30,618518.0
2003-12-31,491216.0
2004-01-01,194293.0
2004-01-02,268853.0
2004-01-05,760660.0
2004-01-06,644103.0
2004-01-07,723392.0
2004-01-08,683099.0
2004-01-09,-11448.0
2004-01-12,658961.0
2004-01-13,650408.0
2004-01-14,464803.0
2004-01-15,523147.0
2004-01-16,379152.0
2004-01-19,765768.0
2004-01-20,703582.0
2004-01-21,693172.0
2004-01-22,829004.0
2004-01-23,1017810.0
2004-01-26,1061433.0
2004-01-27,603970.0
2004-01-28,647145.0
2004-01-29,7374.0
2004-01-30,359107.0
2004-02-02,455559.0
2004-02-03,639771.0
2004-02-04,673758.0
2004-02-05,433018.0
2004-02-06,431613.0
2004-02-09,470168.0
2004-02-10,407196.0
2004-02-11,465894.0
2004-02-12,444546.0
2004-02-13,396876.0
2004-02-16,534398.0
2004-02-17,233143.0
2004-02-18,231081.0
2004-02-19,585897.0
2004-02-20,366036.0
2004-02-23,279483.0
2004-02-24,496814.0
2004-02-25,715151.0
2004-02-26,656967.0
2004-02-27,677313.0
2004-03-01,254933.0
2004-03-02,195818.0
2004-03-03,741518.0
2004-03-04,564880.0
2004-03-05,728013.0
2004-03-08,247393.0
2004-03-09,557971.0
2004-03-10,277212.0
2004-03-11,556127.0
2004-03-12,502098.0
2004-03-15,160454.0
2004-03-16,417710.0
2004-03-17,559389.0
2004-03-18,546855.0
2004-03-19,536262.0
2004-03-22,290310.0
2004-03-23,557898.0
2004-03-24,123553.0
2004-03-25,597994.0
2004-03-26,488305.0
2004-03-29,531590.0
2004-03-30,713372.0
2004-03-31,935326.0
2004-04-01,495724.0
2004-04-02,297028.0
2004-04-05,345747.0
2004-04-06,353097.0
2004-04-07,248443.0
2004-04-08,598425.0
2004-04-09,579837.0
2004-04-12,826917.0
2004-04-13,594229.0
2004-04-14,520183.0
2004-04-15,287412.0
2004-04-16,689185.0
2004-04-19,830484.0
2004-04-20,550374.0
2004-04-21,413930.0
2004-04-22,941611.0
2004-04-23,370686.0
2004-04-26,526878.0
2004-04-27,639854.0
2004-04-28,594603.0
2004-04-29,360401.0
2004-04-30,506415.0
2004-05-03,340809.0
2004-05-04,395463.0
2004-05-05,505622.0
2004-05-06,657400.0
2004-05-07,361506.0
2004-05-10,661696.0
2004-05-11,379079.0
2004-05-12,494886.0
2004-05-13,711066.0
2004-05-14,655465.0
2004-05-17,394395.0
2004-05-18,742129.0
2004-05-19,261015.0
2004-05-20,571296.0
2004-05-21,672057.0
2004-05-24,473588.0
2004-05-25,573455.0
2004-05-26,492431.0
2004-05-27,333953.0
2004-05-28,598694.0
2004-05-31,512393.0
2004-06-01,467012.0
2004-06-02,405253.0
2004-06-03,520378.0
2004-06-04,162509.0
2004-06-07,645838.0
2004-06-08,335895.0
2004-06-09,377086.0
2004-06-10,805921.0
2004-06-11,886410.0
2004-06-14,657522.0
2004-06-15,311526.0
2004-06-16,223154.0
